n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
300,7,0.03,0.6,1.0,0.5,1.0,0.5964905172586441,0.6864759402499436,UP,0.5906035304069519,0.4093964695930481
200,7,0.03,0.6,1.0,0.5,1.0,0.5964905172586441,0.6864759402499436,UP,0.5906035304069519,0.4093964695930481
100,7,0.03,0.6,1.0,0.0,1.0,0.5965855568647385,0.6816122033338146,UP,0.6153373718261719,0.3846626281738281
300,7,0.03,0.6,1.0,0.0,1.0,0.5965855568647385,0.6816122033338146,UP,0.6153373718261719,0.3846626281738281
200,7,0.03,0.6,1.0,0.0,1.0,0.5965855568647385,0.6816122033338146,UP,0.6153373718261719,0.3846626281738281
100,7,0.03,0.6,1.0,0.5,1.0,0.597771555185318,0.6828839862269551,UP,0.6022224426269531,0.3977775573730469
300,7,0.01,0.6,1.0,0.0,1.0,0.6036114394664764,0.6763958821543757,UP,0.5150191783905029,0.48498082160949707
300,7,0.03,0.6,1.0,0.5,3.0,0.6042161285877228,0.6735882073603201,UP,0.5822136998176575,0.41778630018234253
200,7,0.03,0.6,1.0,0.5,3.0,0.6042161285877228,0.6735882073603201,UP,0.5822136998176575,0.41778630018234253
100,7,0.03,0.6,1.0,0.5,3.0,0.6060274988412857,0.6709228308648943,UP,0.5988978743553162,0.40110212564468384
200,7,0.03,0.6,0.7,0.5,1.0,0.6061677038669586,0.666739311367945,UP,0.5539873838424683,0.44601261615753174
300,7,0.03,0.6,0.7,0.5,1.0,0.6061677038669586,0.666739311367945,UP,0.5539873838424683,0.44601261615753174
200,7,0.03,0.6,0.7,0.0,1.0,0.6063373386859894,0.662036324201674,UP,0.5383443236351013,0.4616556763648987
300,7,0.03,0.6,0.7,0.0,1.0,0.6063373386859894,0.662036324201674,UP,0.5383443236351013,0.4616556763648987
200,7,0.05,0.6,1.0,0.5,1.0,0.6064862310886383,0.686805798854445,UP,0.5798958539962769,0.42010414600372314
100,7,0.05,0.6,1.0,0.5,1.0,0.6064862310886383,0.686805798854445,UP,0.5798958539962769,0.42010414600372314
300,7,0.05,0.6,1.0,0.5,1.0,0.6064862310886383,0.686805798854445,UP,0.5798958539962769,0.42010414600372314
300,7,0.01,0.6,0.7,0.0,1.0,0.6066373139619827,0.6723308162625857,DOWN,0.48985767364501953,0.5101423263549805
200,7,0.01,0.6,1.0,0.0,1.0,0.606794074177742,0.675885678072743,UP,0.5164364576339722,0.48356354236602783
100,7,0.03,0.6,0.7,0.5,1.0,0.6070390194654465,0.6674577021725427,UP,0.5542134642601013,0.4457865357398987
300,7,0.01,0.8,0.7,0.0,1.0,0.6071102619171143,0.6738551938857965,UP,0.5633981823921204,0.43660181760787964
300,7,0.05,0.8,0.7,0.5,1.0,0.607279971241951,0.6757537623964641,DOWN,0.46834489703178406,0.5316550731658936
200,7,0.05,0.8,0.7,0.5,1.0,0.607279971241951,0.6757537623964641,DOWN,0.46834489703178406,0.5316550731658936
100,7,0.05,0.8,0.7,0.5,1.0,0.607279971241951,0.6757537623964641,DOWN,0.46834489703178406,0.5316550731658936
300,7,0.01,0.6,0.7,0.5,1.0,0.6072991639375687,0.6773657360336901,UP,0.5009647607803345,0.4990352392196655
100,7,0.03,0.6,1.0,0.0,3.0,0.6073331981897354,0.6666526829402913,UP,0.5072941780090332,0.4927058219909668
200,7,0.03,0.6,1.0,0.0,3.0,0.6073331981897354,0.6666526829402913,UP,0.5072941780090332,0.4927058219909668
300,7,0.03,0.6,1.0,0.0,3.0,0.6073331981897354,0.6666526829402913,UP,0.5072941780090332,0.4927058219909668
300,7,0.03,0.8,1.0,0.5,1.0,0.6079187393188477,0.6687378189290856,UP,0.5318187475204468,0.4681812524795532
200,7,0.03,0.8,1.0,0.5,1.0,0.6079187393188477,0.6687378189290856,UP,0.5318187475204468,0.4681812524795532
100,7,0.03,0.6,0.7,0.0,1.0,0.6080934107303619,0.6670650598338579,UP,0.5170158743858337,0.48298412561416626
300,7,0.01,0.6,0.7,0.0,3.0,0.6083257496356964,0.6757867066086317,UP,0.511858344078064,0.48814165592193604
200,7,0.05,0.6,1.0,0.0,1.0,0.6084298491477966,0.6765998956352937,UP,0.5060914158821106,0.4939085841178894
300,7,0.05,0.6,1.0,0.0,1.0,0.6084298491477966,0.6765998956352937,UP,0.5060914158821106,0.4939085841178894
100,7,0.05,0.6,1.0,0.0,1.0,0.6084298491477966,0.6765998956352937,UP,0.5060914158821106,0.4939085841178894
200,7,0.03,0.8,1.0,0.0,1.0,0.6087474226951599,0.6780933904259769,DOWN,0.4535251557826996,0.546474814414978
300,7,0.03,0.8,1.0,0.0,1.0,0.6087474226951599,0.6780933904259769,DOWN,0.4535251557826996,0.546474814414978
300,7,0.03,0.8,0.7,0.5,3.0,0.6090058833360672,0.6582278622130098,UP,0.6410600543022156,0.3589399456977844
300,7,0.01,0.8,0.7,0.5,1.0,0.6092313826084137,0.6649984510204419,UP,0.5641249418258667,0.4358750581741333
300,7,0.01,0.6,1.0,0.5,1.0,0.6093155741691589,0.6661435726519371,UP,0.546566367149353,0.453433632850647
200,7,0.03,0.8,0.7,0.5,3.0,0.6094738841056824,0.6582278622130098,UP,0.6635376811027527,0.3364623188972473
100,7,0.05,0.8,1.0,0.0,1.0,0.6096574366092682,0.6757846578496832,UP,0.5615583658218384,0.4384416341781616
200,7,0.05,0.8,1.0,0.0,1.0,0.6096574366092682,0.6757846578496832,UP,0.5615583658218384,0.4384416341781616
300,7,0.05,0.8,1.0,0.0,1.0,0.6096574366092682,0.6757846578496832,UP,0.5615583658218384,0.4384416341781616
200,7,0.03,0.8,0.7,0.0,1.0,0.6097559332847595,0.674748852442575,UP,0.6033160090446472,0.3966839909553528
300,7,0.03,0.8,0.7,0.0,1.0,0.6097559332847595,0.674748852442575,UP,0.6033160090446472,0.3966839909553528
300,7,0.03,0.8,0.7,0.0,3.0,0.6099054664373398,0.672026737524278,UP,0.6849501132965088,0.3150498867034912
200,7,0.03,0.8,0.7,0.0,3.0,0.6099054664373398,0.672026737524278,UP,0.6849501132965088,0.3150498867034912
300,7,0.01,0.8,1.0,0.5,1.0,0.6099346429109573,0.6683791136303134,UP,0.5533609390258789,0.4466390609741211
100,7,0.03,0.8,0.7,0.5,1.0,0.6100213974714279,0.6642069443420766,UP,0.5862428545951843,0.4137571454048157
300,7,0.03,0.8,0.7,0.5,1.0,0.6100213974714279,0.6642069443420766,UP,0.5862428545951843,0.4137571454048157
200,7,0.03,0.8,0.7,0.5,1.0,0.6100213974714279,0.6642069443420766,UP,0.5862428545951843,0.4137571454048157
300,7,0.01,0.8,1.0,0.0,1.0,0.6100911945104599,0.6699993832688669,UP,0.5319293737411499,0.4680706262588501
100,7,0.03,0.8,1.0,0.0,1.0,0.6100913435220718,0.6766566088167816,UP,0.5413244366645813,0.4586755633354187
100,7,0.05,0.8,0.7,0.5,3.0,0.6101034432649612,0.6551915257271959,UP,0.6567373275756836,0.3432626724243164
200,7,0.05,0.8,0.7,0.5,3.0,0.6101034432649612,0.6551915257271959,UP,0.6567373275756836,0.3432626724243164
300,7,0.05,0.8,0.7,0.5,3.0,0.6101034432649612,0.6551915257271959,UP,0.6567373275756836,0.3432626724243164
200,7,0.01,0.6,0.7,0.0,1.0,0.6104739457368851,0.6730492070671834,UP,0.5106241703033447,0.4893758296966553
100,7,0.05,0.6,1.0,0.5,3.0,0.6105021387338638,0.6618393867218881,UP,0.6915490031242371,0.30845099687576294
200,7,0.05,0.6,1.0,0.5,3.0,0.6105021387338638,0.6618393867218881,UP,0.6915490031242371,0.30845099687576294
300,7,0.05,0.6,1.0,0.5,3.0,0.6105021387338638,0.6618393867218881,UP,0.6915490031242371,0.30845099687576294
200,7,0.01,0.6,0.7,0.5,1.0,0.6106013059616089,0.6788025176428856,UP,0.5144874453544617,0.48551255464553833
300,7,0.05,0.8,1.0,0.0,3.0,0.6106669157743454,0.6717082417491808,UP,0.6167194247245789,0.38328057527542114
200,7,0.05,0.8,1.0,0.0,3.0,0.6106669157743454,0.6717082417491808,UP,0.6167194247245789,0.38328057527542114
200,7,0.05,0.8,1.0,0.5,3.0,0.6109021008014679,0.6685254842054569,UP,0.6111153960227966,0.38888460397720337
300,7,0.05,0.8,1.0,0.5,3.0,0.6109021008014679,0.6685254842054569,UP,0.6111153960227966,0.38888460397720337
100,7,0.03,0.8,0.7,0.0,1.0,0.6109822243452072,0.6733120708333796,UP,0.6009951829910278,0.39900481700897217
300,7,0.01,0.6,0.7,0.5,3.0,0.6109908074140549,0.6717371389262181,UP,0.5544807314872742,0.44551926851272583
100,7,0.05,0.8,0.7,0.0,1.0,0.6111030727624893,0.6695016231892252,UP,0.5600107908248901,0.43998920917510986
200,7,0.05,0.8,0.7,0.0,1.0,0.6111030727624893,0.6695016231892252,UP,0.5600107908248901,0.43998920917510986
300,7,0.05,0.8,0.7,0.0,1.0,0.6111030727624893,0.6695016231892252,UP,0.5600107908248901,0.43998920917510986
200,7,0.01,0.8,0.7,0.0,1.0,0.6111049205064774,0.6734388204398665,UP,0.5576958656311035,0.4423041343688965
300,7,0.03,0.6,0.7,0.0,3.0,0.6111837774515152,0.6723338704699711,UP,0.5008697509765625,0.4991302490234375
200,7,0.03,0.6,0.7,0.0,3.0,0.6111837774515152,0.6723338704699711,UP,0.5008697509765625,0.4991302490234375
200,7,0.03,0.8,1.0,0.5,3.0,0.6112220883369446,0.6603552312430438,UP,0.5727624893188477,0.42723751068115234
300,7,0.03,0.8,1.0,0.5,3.0,0.6112220883369446,0.6603552312430438,UP,0.5727624893188477,0.42723751068115234
100,7,0.05,0.8,1.0,0.0,3.0,0.6113352924585342,0.6702714601399853,UP,0.6716766953468323,0.3283233046531677
200,7,0.05,0.8,0.7,0.0,3.0,0.611414298415184,0.6676000004711725,UP,0.5501837730407715,0.4498162269592285
300,7,0.05,0.8,0.7,0.0,3.0,0.611414298415184,0.6676000004711725,UP,0.5501837730407715,0.4498162269592285
300,7,0.01,0.8,0.7,0.0,3.0,0.6114348322153091,0.6677112266268996,UP,0.5749291777610779,0.4250708222389221
100,7,0.05,0.8,1.0,0.5,3.0,0.611631453037262,0.6663703117916637,UP,0.612795889377594,0.387204110622406
100,7,0.03,0.8,1.0,0.5,1.0,0.6117951422929764,0.6680194281244878,UP,0.6122766137123108,0.3877233862876892
100,7,0.03,0.8,0.7,0.0,3.0,0.6121010780334473,0.6662796110874964,UP,0.6355097889900208,0.36449021100997925
200,7,0.01,0.8,0.7,0.5,1.0,0.6122882664203644,0.6662270459066721,UP,0.5671164989471436,0.43288350105285645
200,7,0.01,0.8,1.0,0.0,1.0,0.6123021841049194,0.6714361648780622,UP,0.5074409246444702,0.4925590753555298
100,7,0.05,0.8,0.7,0.0,3.0,0.6126768290996552,0.6596977016205978,UP,0.6431381106376648,0.3568618893623352
300,7,0.01,0.8,1.0,0.0,3.0,0.6129250228404999,0.6669238679491982,UP,0.5749474763870239,0.4250525236129761
300,7,0.01,0.6,1.0,0.0,3.0,0.6130554676055908,0.6584844913575186,UP,0.5888262987136841,0.4111737012863159
200,7,0.01,0.6,1.0,0.5,1.0,0.6131185740232468,0.6667681328208322,UP,0.5225560069084167,0.47744399309158325
100,7,0.03,0.8,0.7,0.5,3.0,0.6135605275630951,0.6560726897992166,UP,0.6586378812789917,0.3413621187210083
300,7,0.01,0.8,1.0,0.5,3.0,0.6135606467723846,0.6671567533657702,UP,0.5728799104690552,0.4271200895309448
200,7,0.03,0.8,1.0,0.0,3.0,0.613636776804924,0.6665022779507094,UP,0.5418564081192017,0.45814359188079834
300,7,0.03,0.8,1.0,0.0,3.0,0.613636776804924,0.6665022779507094,UP,0.5418564081192017,0.45814359188079834
300,7,0.01,0.6,1.0,0.5,3.0,0.6136484444141388,0.6596192556080465,UP,0.568422794342041,0.431577205657959
100,5,0.05,0.6,1.0,0.0,1.0,0.6136772036552429,0.6513355636619661,UP,0.5456485152244568,0.4543514847755432
200,5,0.05,0.6,1.0,0.0,1.0,0.6136772036552429,0.6513355636619661,UP,0.5456485152244568,0.4543514847755432
300,5,0.05,0.6,1.0,0.0,1.0,0.6136772036552429,0.6513355636619661,UP,0.5456485152244568,0.4543514847755432
100,5,0.03,0.6,1.0,0.5,1.0,0.6138694584369659,0.6610828603939474,UP,0.5066612958908081,0.4933387041091919
200,5,0.03,0.6,1.0,0.5,1.0,0.6138694584369659,0.6610828603939474,UP,0.5066612958908081,0.4933387041091919
300,5,0.03,0.6,1.0,0.5,1.0,0.6138694584369659,0.6610828603939474,UP,0.5066612958908081,0.4933387041091919
100,7,0.05,0.6,0.7,0.0,1.0,0.6138747036457062,0.660945829130643,UP,0.5141497850418091,0.4858502149581909
300,7,0.05,0.6,0.7,0.0,1.0,0.6138747036457062,0.660945829130643,UP,0.5141497850418091,0.4858502149581909
200,7,0.05,0.6,0.7,0.0,1.0,0.6138747036457062,0.660945829130643,UP,0.5141497850418091,0.4858502149581909
200,7,0.05,0.6,1.0,0.0,3.0,0.6139076054096222,0.6626752635452836,UP,0.5392718315124512,0.46072816848754883
100,7,0.05,0.6,1.0,0.0,3.0,0.6139076054096222,0.6626752635452836,UP,0.5392718315124512,0.46072816848754883
300,7,0.05,0.6,1.0,0.0,3.0,0.6139076054096222,0.6626752635452836,UP,0.5392718315124512,0.46072816848754883
200,7,0.01,0.8,1.0,0.5,1.0,0.6139736175537109,0.6696077085165437,UP,0.555144727230072,0.444855272769928
200,5,0.05,0.8,0.7,0.0,3.0,0.6140561252832413,0.64621727160166,UP,0.5140005350112915,0.4859994649887085
300,5,0.05,0.8,0.7,0.0,3.0,0.6140561252832413,0.64621727160166,UP,0.5140005350112915,0.4859994649887085
100,7,0.05,0.8,1.0,0.5,1.0,0.6143489629030228,0.6829634503086348,UP,0.6579456329345703,0.3420543670654297
300,7,0.05,0.8,1.0,0.5,1.0,0.6143489629030228,0.6829634503086348,UP,0.6579456329345703,0.3420543670654297
200,7,0.05,0.8,1.0,0.5,1.0,0.6143489629030228,0.6829634503086348,UP,0.6579456329345703,0.3420543670654297
300,7,0.01,0.8,0.7,0.5,3.0,0.614361971616745,0.6506193099611586,UP,0.5653605461120605,0.43463945388793945
200,7,0.01,0.6,0.7,0.0,3.0,0.6144089549779892,0.6683946118396895,UP,0.5272972583770752,0.4727027416229248
100,7,0.03,0.6,0.7,0.0,3.0,0.6144888401031494,0.6680936125501504,UP,0.5275540947914124,0.47244590520858765
200,7,0.01,0.8,0.7,0.0,3.0,0.6146593391895294,0.6653478674901416,UP,0.5798168778419495,0.42018312215805054
