n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
300,3,0.1,0.8,1.1699540210374382,0.5361318623328221,UP,0.9792826771736145,0.020717322826385498
150,7,0.1,1.0,1.171921421680396,0.5491474133808275,UP,0.9732681512832642,0.02673184871673584
250,5,0.1,0.5,1.1731077368887208,0.5412440838404328,UP,0.9867473840713501,0.013252615928649902
150,3,0.2,1.0,1.173570279152296,0.5173307057614186,UP,0.9650601744651794,0.03493982553482056
50,9,0.2,1.0,1.181192671293559,0.521559282529945,UP,0.97578364610672,0.02421635389328003
250,7,0.05,1.0,1.1850588739138148,0.5026248234084775,UP,0.9085212349891663,0.09147876501083374
200,7,0.1,0.8,1.186126812400026,0.5315624707971218,UP,0.9403366446495056,0.059663355350494385
200,3,0.2,0.5,1.1890123827493084,0.5455606128069393,UP,0.9677570462226868,0.03224295377731323
100,7,0.2,0.8,1.19082564214059,0.5120961757284915,UP,0.9567373394966125,0.04326266050338745
250,7,0.1,0.5,1.1913411317570894,0.5417319436886053,UP,0.9558017253875732,0.04419827461242676
100,9,0.2,0.5,1.1921764744280046,0.5172839811562416,UP,0.9799548983573914,0.020045101642608643
150,7,0.2,0.5,1.1934217061929087,0.542201938246563,UP,0.9898053407669067,0.010194659233093262
250,9,0.1,0.5,1.1964264974598902,0.534595447374352,UP,0.9659004807472229,0.0340995192527771
250,9,0.05,1.0,1.197893469388543,0.518972938208084,UP,0.9614134430885315,0.038586556911468506
200,9,0.1,0.8,1.2101259883145745,0.5128231556149233,UP,0.9751908183097839,0.024809181690216064
300,5,0.1,0.5,1.2110358579947822,0.5376916395938808,UP,0.9908109903335571,0.009189009666442871
150,3,0.2,0.8,1.216349727139766,0.5181580061236718,UP,0.9719835519790649,0.02801644802093506
200,5,0.1,0.8,1.2168391217427799,0.5136930578230733,UP,0.9557210206985474,0.04427897930145264
100,9,0.2,0.8,1.2184741262597025,0.5206316616918705,UP,0.9857097864151001,0.014290213584899902
300,9,0.1,0.5,1.2232705676902027,0.5383760176344157,UP,0.9700875282287598,0.029912471771240234
300,7,0.1,0.5,1.2252712220378825,0.543205143004777,UP,0.9698888063430786,0.030111193656921387
150,9,0.1,1.0,1.2269759335534927,0.5263732911162783,UP,0.9813522696495056,0.018647730350494385
200,5,0.1,1.0,1.2275750645878907,0.5367750127805538,UP,0.9374071359634399,0.06259286403656006
300,7,0.05,1.0,1.2283290755136314,0.5118735467273536,UP,0.9085931181907654,0.09140688180923462
200,7,0.1,1.0,1.2310415735309421,0.5420452733939104,UP,0.9812353849411011,0.018764615058898926
300,9,0.05,1.0,1.2313986737789036,0.5155867785858386,UP,0.9692872166633606,0.030712783336639404
100,5,0.2,1.0,1.2330043464315805,0.5048277511172677,UP,0.9740290641784668,0.025970935821533203
50,7,0.2,1.0,1.2353044035827816,0.4950691799007239,UP,0.892821192741394,0.10717880725860596
150,5,0.2,0.5,1.240938207797793,0.538407625455565,UP,0.9130606055259705,0.08693939447402954
250,9,0.1,0.8,1.2441432301444004,0.5179669849436831,UP,0.9784544706344604,0.02154552936553955
250,7,0.1,0.8,1.2471712177459686,0.5253027479564857,UP,0.9498540163040161,0.05014598369598389
200,7,0.2,0.5,1.2501105463703546,0.5485825953594222,UP,0.9936623573303223,0.006337642669677734
250,3,0.2,0.5,1.2624101476546574,0.5305647630512816,UP,0.9857900738716125,0.014209926128387451
200,3,0.2,0.8,1.2657503582954173,0.5159605754272553,UP,0.9822700619697571,0.01772993803024292
150,7,0.2,0.8,1.271168649505037,0.5185950186073868,UP,0.9755253791809082,0.024474620819091797
150,5,0.2,0.8,1.271769345189148,0.549845533952297,UP,0.979125440120697,0.02087455987930298
300,7,0.1,0.8,1.2753791949739446,0.5232180060137316,UP,0.9554899334907532,0.044510066509246826
250,5,0.1,0.8,1.2799141336018176,0.5130196738072857,UP,0.9558408260345459,0.0441591739654541
200,3,0.2,1.0,1.282612451699271,0.5164937856275115,UP,0.9628991484642029,0.03710085153579712
150,9,0.2,0.5,1.282814244678882,0.5084296684751838,UP,0.9901236891746521,0.0098763108253479
150,9,0.2,0.8,1.2850805671430834,0.5182706948773341,UP,0.987313449382782,0.012686550617218018
300,9,0.1,0.8,1.285590827042508,0.5065634327742872,UP,0.9819559454917908,0.01804405450820923
200,9,0.1,1.0,1.2886414626423133,0.5354557298108478,UP,0.9851219654083252,0.014878034591674805
250,5,0.1,1.0,1.2898710412776548,0.5377356156928709,UP,0.9413387775421143,0.05866122245788574
250,7,0.1,1.0,1.2929225247240685,0.5318359471627171,UP,0.9879513382911682,0.012048661708831787
250,7,0.2,0.5,1.2950037249472037,0.5269779624773935,UP,0.9974020719528198,0.0025979280471801758
200,5,0.2,0.5,1.3046057850092752,0.530677451804944,UP,0.9328354001045227,0.0671645998954773
300,3,0.2,0.5,1.3109568742119266,0.5341653061561041,UP,0.9732411503791809,0.026758849620819092
300,7,0.1,1.0,1.3239038956869706,0.5331937092190394,UP,0.9905381202697754,0.00946187973022461
200,9,0.2,0.5,1.3307610206906189,0.5056687940104553,UP,0.9930052161216736,0.006994783878326416
200,5,0.2,0.8,1.333238555350805,0.5492793416777981,UP,0.9807655215263367,0.01923447847366333
100,9,0.2,1.0,1.3332404712461925,0.5151387720773759,UP,0.990333616733551,0.009666383266448975
300,7,0.2,0.5,1.3342130614351773,0.5196023461248811,UP,0.9975169897079468,0.0024830102920532227
200,7,0.2,0.8,1.335074901867074,0.5180370718514488,UP,0.9805176854133606,0.019482314586639404
300,5,0.1,0.8,1.3351813987199828,0.514256501591385,UP,0.9615486264228821,0.03845137357711792
250,9,0.1,1.0,1.3384435371690815,0.530435583260498,UP,0.988890528678894,0.011109471321105957
250,5,0.2,0.5,1.3413328455594176,0.54008971124194,UP,0.9317097663879395,0.06829023361206055
200,9,0.2,0.8,1.3437511663866273,0.5187832912811887,UP,0.9915205836296082,0.008479416370391846
300,5,0.1,1.0,1.344606202433375,0.5375720795747512,UP,0.9517248868942261,0.048275113105773926
150,5,0.2,1.0,1.3490936762595354,0.5166738127827526,UP,0.9851775765419006,0.014822423458099365
300,9,0.1,1.0,1.3606261948703045,0.5313934376666282,UP,0.9891459941864014,0.010854005813598633
300,5,0.2,0.5,1.3614392030900744,0.5359848172518237,UP,0.9526399374008179,0.04736006259918213
250,9,0.2,0.5,1.3625554286533592,0.5123229274889097,UP,0.9926526546478271,0.0073473453521728516
250,3,0.2,1.0,1.3632463343268462,0.5205079789134605,UP,0.9567747712135315,0.043225228786468506
250,7,0.2,0.8,1.3706783098509028,0.5082249047642606,UP,0.9841357469558716,0.015864253044128418
300,9,0.2,0.5,1.3737503743290669,0.5117649807329716,UP,0.9950246214866638,0.004975378513336182
100,7,0.2,1.0,1.3805504234292425,0.5095716727958354,UP,0.94740229845047,0.05259770154953003
250,9,0.2,0.8,1.387302936252926,0.5105377727205264,UP,0.9930559992790222,0.006944000720977783
250,3,0.2,0.8,1.3892930444603244,0.5054805213366534,UP,0.981894314289093,0.018105685710906982
250,5,0.2,0.8,1.3931889763590029,0.5408730355052029,UP,0.9863281846046448,0.013671815395355225
300,7,0.2,0.8,1.3995594185576927,0.5079404343739178,UP,0.9876124262809753,0.012387573719024658
300,9,0.2,0.8,1.4098576772284732,0.5096981040804324,UP,0.9928812980651855,0.007118701934814453
150,9,0.2,1.0,1.4201010917067158,0.5202097659921833,UP,0.9939549565315247,0.006045043468475342
300,3,0.2,1.0,1.4214593455792393,0.5174035411753711,UP,0.9721941947937012,0.027805805206298828
200,5,0.2,1.0,1.4258876067940058,0.5234433835210562,UP,0.9873495697975159,0.01265043020248413
300,5,0.2,0.8,1.4296958695569344,0.5454506725594639,UP,0.9885309934616089,0.011469006538391113
300,3,0.2,0.8,1.4523866245455304,0.5067200976269397,UP,0.985027551651001,0.014972448348999023
150,7,0.2,1.0,1.456507704289943,0.5123270502481901,UP,0.9575978517532349,0.04240214824676514
200,9,0.2,1.0,1.467494301953167,0.5157049643518747,UP,0.9946893453598022,0.005310654640197754
250,5,0.2,1.0,1.4743763960996439,0.5206206676671229,UP,0.9883678555488586,0.011632144451141357
250,9,0.2,1.0,1.5037451356448768,0.5175753228120517,UP,0.9953126907348633,0.004687309265136719
300,5,0.2,1.0,1.5053698281085512,0.5165556270167164,UP,0.9899469017982483,0.010053098201751709
200,7,0.2,1.0,1.5122409329322999,0.5051094730014237,UP,0.9606850743293762,0.03931492567062378
300,9,0.2,1.0,1.5337445748841478,0.5174626340583893,UP,0.9955471754074097,0.004452824592590332
250,7,0.2,1.0,1.5433836205136597,0.4915194841603589,UP,0.9703782796859741,0.02962172031402588
300,7,0.2,1.0,1.584653966561021,0.4884122979160826,UP,0.9712216258049011,0.028778374195098877
