n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
150,3,0.2,0.8,1.0323216542260865,0.5387759252846078,UP,0.8863089680671692,0.11369103193283081
250,9,0.05,1.0,1.0349380923036995,0.5412427095873392,UP,0.8983352780342102,0.1016647219657898
250,7,0.1,0.5,1.0358628204612137,0.531203790739733,UP,0.9412357211112976,0.05876427888870239
100,9,0.1,1.0,1.0380882656364936,0.5364767998592764,UP,0.7185838222503662,0.2814161777496338
100,7,0.2,0.5,1.0400232812268202,0.5292482285877625,UP,0.9021724462509155,0.09782755374908447
150,3,0.2,0.5,1.0400571653029789,0.546475865367173,UP,0.9557202458381653,0.04427975416183472
100,7,0.1,1.0,1.0425821020282322,0.5234323894963088,UP,0.8690593242645264,0.13094067573547363
50,7,0.2,1.0,1.0451765745284656,0.5017837805152899,UP,0.8533556461334229,0.14664435386657715
250,5,0.1,0.5,1.04565843181053,0.5256655507731548,UP,0.9482932686805725,0.05170673131942749
150,9,0.1,0.8,1.0502056498402486,0.5071309993018794,UP,0.7626579403877258,0.23734205961227417
100,9,0.2,0.5,1.0514115156589012,0.5167576422214527,UP,0.777065098285675,0.22293490171432495
250,3,0.1,1.0,1.051434123680811,0.525257397604402,UP,0.960199236869812,0.03980076313018799
100,5,0.2,0.8,1.0537650991939158,0.5151181582809743,UP,0.8982023596763611,0.10179764032363892
250,5,0.1,0.8,1.058150225752901,0.547742926719328,UP,0.9635018110275269,0.036498188972473145
300,9,0.05,1.0,1.0629431869532115,0.5333489998185986,UP,0.8951589465141296,0.10484105348587036
250,7,0.05,1.0,1.063597056727836,0.5134718030750287,UP,0.9518557786941528,0.04814422130584717
300,7,0.1,0.5,1.0674583536715654,0.535781427793994,UP,0.9555882811546326,0.04441171884536743
50,9,0.2,1.0,1.0681390939578288,0.5189619441833364,UP,0.7967545390129089,0.20324546098709106
200,3,0.2,0.8,1.0681436696625348,0.5481153493076513,UP,0.9252985715866089,0.07470142841339111
300,5,0.1,0.5,1.0708519468025344,0.5310856049736968,UP,0.9699291586875916,0.030070841312408447
200,7,0.1,0.8,1.0737446249925198,0.5338093746049022,UP,0.9435757994651794,0.05642420053482056
300,5,0.1,0.8,1.083588257820968,0.5444213569924746,UP,0.9708016514778137,0.02919834852218628
100,5,0.2,1.0,1.0872407616780648,0.5318538124529318,UP,0.9706853032112122,0.029314696788787842
150,5,0.2,0.5,1.088275086776268,0.5386165119257683,UP,0.7101309299468994,0.2898690700531006
200,5,0.1,1.0,1.0884455947924854,0.5392775276637148,UP,0.9369337558746338,0.06306624412536621
100,9,0.2,0.8,1.090424876610942,0.5131144972707333,UP,0.8672357797622681,0.13276422023773193
150,9,0.1,1.0,1.0905019143121497,0.5314539048027398,UP,0.7274773120880127,0.2725226879119873
300,7,0.05,1.0,1.0926238625955904,0.514429657481159,UP,0.9572925567626953,0.04270744323730469
150,3,0.2,1.0,1.0941747522611767,0.533693937345053,UP,0.8515444993972778,0.14845550060272217
200,9,0.1,0.8,1.0969965039299305,0.5123201789827229,UP,0.8199422955513,0.18005770444869995
300,3,0.1,1.0,1.0971734123706147,0.5262180005167192,UP,0.9705193042755127,0.029480695724487305
150,7,0.2,0.5,1.1033096311167918,0.5214026176772925,UP,0.9193312525749207,0.08066874742507935
250,7,0.1,0.8,1.1044831520559149,0.5432216340418983,UP,0.9588693380355835,0.041130661964416504
150,9,0.2,0.5,1.1093551074625685,0.5342944859468878,UP,0.903404176235199,0.09659582376480103
100,7,0.2,0.8,1.1146799567559997,0.525099358498656,DOWN,0.45723673701286316,0.5427632331848145
200,3,0.2,0.5,1.1175030863339865,0.5593471198403667,UP,0.9689068794250488,0.031093120574951172
200,9,0.1,1.0,1.1226980787761855,0.5346064413990995,UP,0.7463212013244629,0.2536787986755371
300,7,0.1,0.8,1.1245544167998152,0.5542225300549152,UP,0.9641736745834351,0.03582632541656494
250,9,0.1,0.8,1.125850066165104,0.5195377562294893,UP,0.8467947840690613,0.15320521593093872
250,3,0.2,0.8,1.131786468933724,0.5559637087243083,UP,0.9752943515777588,0.02470564842224121
200,5,0.2,0.5,1.1338948887227913,0.5512541433730768,UP,0.7762166857719421,0.22378331422805786
150,7,0.1,1.0,1.1351679997652002,0.5183558985691277,UP,0.9227405786514282,0.07725942134857178
150,5,0.2,0.8,1.1381863671176102,0.5298377831648499,UP,0.9575392603874207,0.042460739612579346
250,5,0.1,1.0,1.1385326167709888,0.5503485105844974,UP,0.9440810084342957,0.055918991565704346
150,9,0.2,0.8,1.1457506395213581,0.5185290544589015,UP,0.9133729338645935,0.0866270661354065
300,9,0.1,0.8,1.1471464918493548,0.5254003199261201,UP,0.8568543195724487,0.14314568042755127
100,9,0.2,1.0,1.1577100747786724,0.5322303578005354,UP,0.8680132627487183,0.13198673725128174
200,9,0.2,0.5,1.159009259359775,0.5322605913685913,UP,0.9504420161247253,0.04955798387527466
100,7,0.2,1.0,1.1596900135077748,0.5196476964769648,UP,0.9381642937660217,0.06183570623397827
200,7,0.2,0.5,1.1607087793148017,0.5182473325747456,UP,0.9462752342224121,0.05372476577758789
250,9,0.1,1.0,1.1621112935774118,0.5382743229055009,UP,0.7369880080223083,0.26301199197769165
250,5,0.2,0.5,1.16242845739356,0.5483805801546859,UP,0.8081406354904175,0.19185936450958252
250,3,0.2,0.5,1.1660661073554373,0.5514025627071687,UP,0.9796773791313171,0.02032262086868286
150,5,0.2,1.0,1.170974764332443,0.5379871040089711,UP,0.9850784540176392,0.01492154598236084
300,5,0.1,1.0,1.1731796250640418,0.5505065496902434,UP,0.9525271058082581,0.04747289419174194
200,3,0.2,1.0,1.176812394637666,0.5252711401353364,UP,0.9173879027366638,0.08261209726333618
150,7,0.2,0.8,1.1779099758410945,0.5166422049616034,DOWN,0.46115657687187195,0.5388433933258057
200,9,0.2,0.8,1.1788549467539982,0.5188052793306838,UP,0.9351487755775452,0.06485122442245483
250,9,0.2,0.5,1.1792416371181906,0.5460196133401496,UP,0.960012674331665,0.03998732566833496
200,7,0.1,1.0,1.1806350827843914,0.5202688588752014,UP,0.9502840638160706,0.04971593618392944
250,7,0.2,0.5,1.180688901695484,0.5323554148320387,UP,0.9144924283027649,0.08550757169723511
300,5,0.2,0.5,1.183260079020676,0.5476536002682543,UP,0.8442898988723755,0.1557101011276245
300,3,0.2,0.8,1.1850710722593825,0.5545605963159023,UP,0.9870097637176514,0.012990236282348633
300,9,0.1,1.0,1.1874166885822544,0.5430127475716948,UP,0.739482045173645,0.260517954826355
200,5,0.2,0.8,1.1904003539837429,0.5382949367019026,UP,0.9663715958595276,0.03362840414047241
250,9,0.2,0.8,1.202839917257246,0.5219069685625862,UP,0.9485024809837341,0.05149751901626587
300,7,0.2,0.5,1.2028721227172945,0.5312367728139756,UP,0.9248632788658142,0.07513672113418579
300,9,0.2,0.5,1.2080680669276604,0.5453462293243622,UP,0.9544310569763184,0.04556894302368164
150,9,0.2,1.0,1.209171975407969,0.5314360395125249,UP,0.9046987295150757,0.09530127048492432
150,7,0.2,1.0,1.2119250434300084,0.5312010422335461,UP,0.9633240103721619,0.036675989627838135
250,7,0.1,1.0,1.2189298286723718,0.5238130576031926,UP,0.9627571702003479,0.0372428297996521
250,5,0.2,0.8,1.2242222188052658,0.5464703683547991,UP,0.9707120060920715,0.029287993907928467
300,9,0.2,0.8,1.2249723566618298,0.5233746708663841,UP,0.9634096026420593,0.036590397357940674
300,3,0.2,0.5,1.2252202811371884,0.543543209265764,UP,0.9866042137145996,0.01339578628540039
200,7,0.2,0.8,1.2271127833730582,0.5267388424391344,UP,0.5688130259513855,0.4311869740486145
200,5,0.2,1.0,1.231212803697426,0.5395029051710396,UP,0.9897394776344299,0.010260522365570068
250,3,0.2,1.0,1.23343687777199,0.5294543665517791,UP,0.950532078742981,0.04946792125701904
200,7,0.2,1.0,1.2443869115595023,0.5345844533496045,UP,0.9697332978248596,0.03026670217514038
300,7,0.1,1.0,1.245698355024479,0.5270810314594018,UP,0.9645337462425232,0.03546625375747681
200,9,0.2,1.0,1.2466343045375246,0.5414763326132247,UP,0.9464123249053955,0.05358767509460449
300,5,0.2,0.8,1.248785186038998,0.5453970766888196,UP,0.9764882326126099,0.023511767387390137
250,7,0.2,0.8,1.2513360537903226,0.5231863981925823,UP,0.6484341025352478,0.3515658974647522
250,5,0.2,1.0,1.2757252146983113,0.5432834754311032,UP,0.9942789077758789,0.005721092224121094
250,9,0.2,1.0,1.276390026990014,0.5395578752947773,UP,0.9622679352760315,0.037732064723968506
300,3,0.2,1.0,1.278065493000551,0.5331675984102641,UP,0.9505853652954102,0.049414634704589844
300,7,0.2,0.8,1.2791842128566806,0.5264543720487915,UP,0.7017147541046143,0.29828524589538574
250,7,0.2,1.0,1.288375304311841,0.5356604935217709,UP,0.9768345952033997,0.023165404796600342
300,9,0.2,1.0,1.3004251532316013,0.5497644530197837,UP,0.9679713249206543,0.0320286750793457
300,7,0.2,1.0,1.3076388956666893,0.5372972289560624,UP,0.9793776869773865,0.020622313022613525
300,5,0.2,1.0,1.30803829114796,0.5451991842433638,UP,0.9970237612724304,0.00297623872756958
