feature,importance
vix_lag1,0.014106256
bb_squeeze,0.0137743335
vix_lag5,0.012990852
metal_rsi,0.012400134
infra_wr,0.011862633
williams_r,0.011805365
rsi,0.011606208
gold_adx,0.0112079345
adx,0.010860177
vix_lag2,0.009982168
pharma_adx,0.009679902
rsi_lag2,0.009492626
dist_from_high_20,0.009441928
natgas_rsi,0.009138042
tcs_adx,0.008835105
energy_macd,0.0087064095
shanghai_rsi,0.008567195
ha_trend,0.008475425
bn_nifty_ratio,0.0084574595
dow_sin,0.008404664
rel_rsi,0.008360285
vix_ma_ratio,0.008353188
bb_width,0.008315966
icici_macd,0.008304564
infra_adx,0.008134633
auto_adx,0.008108772
metal_adx,0.008064245
fmcg_rsi,0.007861696
hdfc_macd,0.007825813
itc_adx,0.007803505
vix_lag3,0.0077406657
vix_pct,0.007661094
natgas_macd,0.0076572914
shanghai_macd,0.0076335534
crude_adx,0.0075331614
eem_rsi,0.007478744
ret_10d,0.0074505443
roc_10,0.0074339523
silver_macd,0.0073515587
inda_macd,0.007342092
fmcg_wr,0.0073194434
icici_rsi,0.0073164375
infra_macd,0.007301493
inda_rsi,0.0072955117
it_adx,0.0072732973
rel_adx,0.0072716856
metal_macd,0.0072459043
roc_5,0.007195614
energy_wr,0.007159642
month_cos,0.0071417512
eem_adx,0.0071390504
ndx_rsi,0.0071208575
ret_20d,0.0071153822
macd_hist_lag3,0.0069697136
atr_ratio,0.0069645774
copper_macd,0.0069605773
dist_from_low_20,0.0069089993
silver_rsi,0.0068234573
hsi_macd,0.0068045855
metal_wr,0.0067967125
ndx_macd,0.0067214076
us10y_ret,0.0066612395
gold_rsi,0.0065917443
pharma_rsi,0.0065859873
tcs_wr,0.0065564387
crude_rsi,0.0065211877
itc_macd,0.0064848075
eem_macd,0.0064716474
fmcg_adx,0.0064595942
ret_5d,0.006366334
hsi_rsi,0.006291332
itc_rsi,0.0062906435
nikkei_macd,0.0062791887
pharma_macd,0.006266502
us10y_rsi,0.006235463
gold_crude_ratio,0.00619822
rsi_lag3,0.0061966516
infra_rsi,0.006184578
hdfc_rsi,0.006152363
range_pctile,0.0061191795
atr_expansion,0.0060770875
spread,0.0060743093
bn_rsi,0.0060719484
auto_rsi,0.005966428
kc_width,0.005898182
rel_wr,0.0058977026
it_macd,0.0058641136
us_vix_macd,0.005768939
gold_ret,0.0057678116
pe_ratio,0.0057637156
crude_macd,0.005749754
us_vix_adx,0.005712541
rsi_lag1,0.005650757
rsi_lag5,0.0056294785
gold_macd,0.0056233616
energy_rsi,0.005618191
roc_20,0.0055988827
usdinr_z,0.0055827284
eem_wr,0.005461475
copper_rsi,0.0054213456
or_range,0.0054028807
macd_hist,0.005399938
energy_adx,0.0053944653
ema_dist_10,0.0053698258
it_rsi,0.0052501094
fmcg_ret,0.0052309465
sell_pct,0.0052284407
pharma_wr,0.0052174227
dxy_macd,0.005201689
vix_usvix_ratio,0.0051956517
inda_adx,0.005185615
vwap_dev,0.0051846495
rel_macd,0.0051712776
vix_change,0.0051658764
consec_up,0.005155372
auto_macd,0.005129243
icici_wr,0.005118641
gold_wr,0.0050026975
ret_3d,0.004992175
month_sin,0.004928531
icici_adx,0.0049135024
dxy_rsi,0.004872591
tcs_rsi,0.004778492
copper_ret,0.0047341767
itc_wr,0.0047247238
rel_ret,0.0046893093
us_vix_rsi,0.004676643
cmf_proxy,0.004596797
us10y_macd,0.004528357
nikkei_rsi,0.0045267288
tcs_macd,0.004518845
auto_ret,0.0044240695
macd_hist_lag1,0.004349434
hdfc_wr,0.0042604143
infra_ret,0.004160079
intraday_trend,0.0041365945
macd_hist_lag2,0.0041281725
hsi_ret,0.003998857
it_wr,0.003958929
rsi_slope,0.003918871
hdfc_ret,0.003834176
metal_ret,0.0037971816
ndx_ret,0.0037353504
lower_wick,0.0036934717
vix_accel,0.0036378265
upper_wick,0.00345406
us_vix_wr,0.0034407023
hdfc_adx,0.0033381209
icici_ret,0.0031431683
nikkei_ret,0.003003643
shanghai_ret,0.0029458187
crude_wr,0.0026858086
it_ret,0.0026324922
inda_ret,0.0025653692
gap_pct,0.0022967327
auto_wr,0.0021565596
body_pct,0.0015569587
buy_pct,0.0015517804
energy_ret,0.0014029427
trend,0.00081409304
natgas_ret,0.00032464007
vix_spike,0.0
sp_ret,0.0
z20,0.0
obv_slope,0.0
dow_cos,0.0
bn_vs_nifty,0.0
momentum_div,0.0
close_position,0.0
ema_dist_50,0.0
engulfing,0.0
gap_filled,0.0
eem_ret,0.0
crude_ret,0.0
us_vix_ret,0.0
pharma_ret,0.0
fmcg_macd,0.0
inda_wr,0.0
itc_ret,0.0
bn_macd,0.0
dxy_ret,0.0
tcs_ret,0.0
silver_ret,0.0
