date,open,high,low,close,volume
2016-03-30,243.22517202406675,245.9608860932548,242.28262262219133,244.82290649414065,7814380
2016-03-31,245.2597159245996,248.0299194397099,244.8459281049357,246.24826049804688,20080392
2016-04-01,245.7079664094373,247.4551356278796,242.9492693078175,244.7079162597656,5158648
2016-04-04,244.88039826330268,246.6275959972633,244.60453970684856,245.7655029296875,6179960
2016-04-05,245.75399750133624,247.57014584568984,242.6849517887175,243.09873962402344,6663028
2016-04-06,243.9148546776792,245.28269772709217,242.9378159101201,244.02980041503903,4295376
2016-04-07,244.60451381435783,244.7769324096217,240.7078647865631,242.6504364013672,3911692
2016-04-08,242.5354697895127,244.4550577055945,242.3630512090936,243.5354919433593,2962796
2016-04-11,243.7538882557496,246.92637307132523,239.74226606650987,246.20220947265625,4049620
2016-04-12,245.8918811787421,246.2137348106865,243.51251036248337,244.3746032714844,4941480
2016-04-13,246.44361711347352,249.4206999569808,245.86888852878727,248.68505859375,4974604
2016-04-18,249.087383285278,251.0414605883928,246.35166944833315,250.075927734375,4117068
2016-04-20,251.0185094753929,252.8806248274465,249.0989212540604,252.3863525390625,3821352
2016-04-21,251.73114583427727,254.0645497392981,250.35179708997987,250.8460693359375,8191728
2016-04-22,250.4667402834705,253.0760026857713,249.4781958015612,251.07595825195312,7809320
2016-04-25,252.88060953980747,252.88060953980747,249.3172918599284,251.328842163086,5561960
2016-04-26,251.7311571588593,256.32898651335904,251.15642848954684,256.0646057128906,7053796
2016-04-27,255.1450328674717,258.6278941208841,254.9496307378316,258.4439697265625,5763636
2016-04-28,258.44394216006856,261.317585121566,255.2599513713133,256.0875549316406,8089584
2016-04-29,256.0530965527872,261.1566752847688,254.30589916216587,260.31756591796875,5611940
2016-05-02,259.2600692987792,259.77732503446725,256.5588449012969,256.93817138671875,3862716
2016-05-03,257.91516727767885,260.9267390051553,255.90361752763908,257.0185852050781,4695296
2016-05-04,256.9036961610464,260.81185082300414,256.1565489462604,259.1681213378906,5292328
2016-05-05,259.31754688166046,260.8693141169896,258.0991110124562,260.3060913085937,5214248
2016-05-06,260.2370719566672,260.29454480824774,256.8461737134156,257.3979187011719,2733152
2016-05-09,257.4784192547252,263.21419960134745,257.248527808962,262.3981018066406,6953180
2016-05-10,262.880874627,263.80044043242896,261.1796722743722,263.2027282714844,5453000
2016-05-11,260.8577767543167,263.22566954834633,259.70831968205323,261.80035400390625,6147372
2016-05-12,262.99583307970624,264.8349647795644,260.35208126116027,264.16827392578125,4221688
2016-05-13,263.91536565509193,263.91536565509193,259.7773198521376,262.2831420898437,5045316
2016-05-16,263.22570065500986,268.0304373974539,260.3635634320077,267.3177795410156,4518768
2016-05-17,267.8350371171561,268.80056995339856,264.6740297732526,265.16827392578125,4295424
2016-05-18,264.60510987826143,264.60510987826143,260.1222257404456,262.2257385253906,4162644
2016-05-19,262.099271102362,262.6969833386138,260.2371557243399,261.9153747558594,3855796
2016-05-20,262.0647283902697,264.0303113718407,260.60492340014457,262.2831420898437,2016632
2016-05-23,262.5245565151825,264.3636883002193,260.51300612529843,261.3291320800781,3463532
2016-05-24,261.708443375944,262.9153735395575,261.0532583282811,262.06475830078125,3259468
2016-05-25,263.5245597533428,270.340818262495,263.5245597533428,269.73162841796875,5767348
2016-05-26,270.3753742471183,273.31799652764465,268.1109486960116,272.01910400390625,13705560
2016-05-27,272.0190487163692,273.5708159496973,270.513248546268,272.8351745605469,5775184
2016-05-30,272.88119079369966,274.7203226608856,270.8351509788704,271.2144775390625,3814532
2016-05-31,272.6283061354556,272.6283061354556,270.6742285956593,271.708740234375,5515640
2016-06-01,271.9500884351139,271.9500884351139,269.2028967430501,270.1569519042969,5675632
2016-06-02,270.05348904859176,271.409854286285,269.20290186479434,270.1109619140625,7910616
2016-06-03,271.2949238960419,272.4213977355501,268.7546399363468,269.3753356933594,4524420
2016-06-06,270.352334267736,271.8236451008247,268.9844914207161,269.2258605957031,5547308
2016-06-07,270.5707556794946,271.2719358915023,268.43278183607003,269.8236083984375,5628504
2016-06-08,270.306404340303,270.812154354165,266.9039993252849,267.2718200683594,4742812
2016-06-09,267.24882124080244,267.63962549615775,264.9499066494837,266.5361633300781,4648184
2016-06-10,266.3062979071611,269.5937292563989,265.8005198098688,266.9844665527344,6322312
2016-06-13,265.46716370603724,267.8120453752624,264.61657652833776,265.0418701171875,3323236
2016-06-14,265.5246091942999,265.9843920673636,263.0532762515824,264.8004455566406,3828768
2016-06-15,265.52460576994736,269.1798851762473,265.11078996435896,268.8695373535156,3045824
2016-06-16,268.17986288056665,268.7085963396798,265.60506198851795,267.1683349609375,4727768
2016-06-17,268.28331760504307,270.81212351220285,267.94998623335846,268.9729919433594,3761652
2016-06-20,266.4442105470912,271.0995127589796,266.3982434788098,269.4443054199219,2742764
2016-06-21,270.12249969839485,270.22593964332174,266.94998592357524,268.2029113769531,2670968
2016-06-22,268.0534071944689,270.12243006303686,268.0534071944689,269.3178100585937,3803840
2016-06-23,268.92703140374755,273.9961210756012,268.39826983970846,273.59381103515625,3926732
2016-06-24,266.63958168307903,269.4097847666018,263.6854822848864,267.1108703613281,11173964
2016-06-27,267.1338558203216,268.74309591562474,265.07633863792347,266.6625671386719,4163788
2016-06-28,266.9615107474078,269.6857194748496,264.375231310673,268.2718811035156,4034980
2016-06-29,270.0217108932521,271.06471321000714,268.7932746251078,270.7865905761719,5420668
2016-06-30,271.4123872189384,273.4983919029439,269.3611549383162,272.6755676269531,16278892
2016-07-01,273.4984135536398,274.65730513649424,271.5978426750592,272.2236328125,4304876
2016-07-04,273.0812312913972,273.38255445337006,271.50515554137894,271.82965087890625,7249852
2016-07-05,271.8296486618535,272.1773161720998,269.3264312707786,270.16082763671875,2136328
2016-07-07,270.6939180293309,275.5264905648139,269.0714697147537,274.8079833984375,4832616
2016-07-08,274.68044548719666,274.7963346320561,271.4703218332398,272.3047180175781,3118868
2016-07-11,274.8890977856715,278.57437886994785,273.74180637612693,278.0760498046875,5102532
2016-07-12,280.4286062707741,280.4286062707741,277.10259290406395,278.63232421875,7046032
2016-07-13,278.0876446748496,278.5859454372461,276.58108556764506,277.61248779296875,6687072
2016-07-14,278.36571891620554,278.6322696012944,276.326058700936,278.2150573730469,3459668
2016-07-15,279.01477001469937,284.16023771640624,276.99828153129795,283.62713623046875,5774216
2016-07-18,283.9284313101488,287.0574385123423,283.38375793730603,284.49627685546875,4438484
2016-07-19,284.85559107291124,285.2612031838776,281.3441434250375,282.3871459960937,2586004
2016-07-20,283.46487981888976,287.0574437086631,283.1751569245532,285.59722900390625,4690332
2016-07-21,285.2496072999011,287.38198512031573,283.34903612540114,284.76287841796875,9112904
2016-07-22,285.863753269502,286.16507636902594,283.11718614402827,285.2727355957031,5620272
2016-07-25,285.782634316507,289.59537590635,284.39196456314204,289.01593017578125,9872884
2016-07-26,287.96141051170423,288.7146901042448,286.2810175744983,287.12701416015625,5665992
2016-07-27,287.6369252816563,289.1550847541516,285.0873634943088,286.6982116699219,10734736
2016-07-28,286.9415752072248,290.0126381082714,286.3737296107477,289.3636474609375,10646528
2016-07-29,289.2593448638292,289.7229015062392,286.2462266881643,288.8421325683594,3395676
2016-08-01,289.491135924988,291.7973190051675,284.54267420813943,287.938232421875,5560864
2016-08-02,289.0275819445909,291.2178758793956,287.49785060177066,288.1700134277344,5329396
2016-08-03,287.6600609774049,289.7112934057172,285.319105655454,287.5093994140625,4733876
2016-08-04,288.93488547449977,288.9580576508505,285.92176692425835,287.6369323730469,4662880
2016-08-05,289.12031849576744,291.0324898769653,287.8107651639324,289.5491027832031,5784912
2016-08-08,290.39506777472025,290.8817965964303,288.4597244281276,289.63018798828125,4728776
2016-08-09,290.3950669933081,290.3950669933081,286.8720195023222,289.07391357421875,4210856
2016-08-10,288.5640484828767,289.9431183611351,282.7116450899509,284.3688659667969,3619720
2016-08-11,284.3456344369252,286.24620521090407,283.23308726131563,284.68170166015625,2856072
2016-08-12,285.33065127741963,286.24616412879226,282.6304287668672,284.78594970703125,4641496
2016-08-16,285.78267297868854,287.0458535249187,281.3325404831827,284.4615478515625,3468568
2016-08-17,285.8753854985741,286.82567095176387,284.16022027221214,286.2230529785156,5511036
2016-08-18,286.9415822651572,290.8586418335666,286.1419583168572,290.3023681640625,6111656
2016-08-19,289.7229441390538,289.7229441390538,287.7412278838402,289.05078125,4110636
2016-08-22,288.57558336016297,290.7542767427538,287.63686992907367,289.7924194335937,5501292
2016-08-23,289.9547015434636,290.6500365591553,288.8074100848738,290.0589904785156,5314524
2016-08-24,290.1980471975349,293.01413105703966,289.0391556361746,292.4578857421875,5570936
2016-08-25,292.9678009071156,293.61679153022345,290.71956248644267,291.7046203613281,8729888
2016-08-26,292.0407236708139,292.4811081984925,290.62688138153493,291.3685607910156,2521136
2016-08-29,290.9976699566133,290.9976699566133,286.5243372293865,286.9647216796875,2944184
2016-08-30,288.58723205231354,294.47440808913416,288.3206812781151,294.0456237792969,9867608
2016-08-31,294.12668836994715,300.15292469588775,293.31546424914745,299.27215576171875,11161364
2016-09-01,298.53050217429137,298.9940588546862,295.61010074645463,297.5338439941406,5224676
2016-09-02,297.95099334231867,298.7622173615315,296.9427634342324,297.8582763671875,3955188
2016-09-06,299.0056409983722,302.21576515723484,299.0056409983722,301.404541015625,5508884
2016-09-07,301.5436250884162,302.47073846301544,297.3947870784334,298.24078369140625,4016444
2016-09-08,298.9940418062884,300.2108780229419,297.5106548549555,298.85498046875,2905380
2016-09-09,298.99401397621807,300.0370163505537,296.28221912024543,299.08673095703125,4013768
2016-09-12,295.4478119370218,297.69607860746333,294.70613263345973,296.653076171875,3985728
2016-09-14,295.5174298902218,295.9809866429908,293.2923631355825,294.2310485839844,3849508
2016-09-15,294.82201707362657,297.5801846844593,294.32368803706095,296.5835266113281,3501812
2016-09-16,297.5569780677289,302.3547773219625,297.5569780677289,300.8134460449219,6525816
2016-09-19,300.6164844450832,301.89126521952267,298.530479541455,299.02880859375,5894832
