date,vix_near,vix_far
2015-06-30,16.508374096478434,16.70020837201002
2015-07-01,16.288916191475533,16.622916736506358
2015-07-02,16.04594426752259,16.52628798042548
2015-07-03,16.133962666995856,16.506625388199744
2015-07-06,16.09597526391846,16.4623867581601
2015-07-07,16.167316664593102,16.44853336795849
2015-07-08,16.708211414904518,16.570484963192023
2015-07-09,16.952141121288886,16.64953183327071
2015-07-10,16.99142731246733,16.687756184321028
2015-07-13,16.75095169423278,16.649778390997632
2015-07-14,16.50396787244913,16.591616739896196
2015-07-15,16.19264514657416,16.49874246307147
2015-07-16,15.72176334203984,16.342493123971444
2015-07-17,15.414508958271515,16.20226649367721
2015-07-20,15.263005984896669,16.089333179538098
2015-07-21,15.208670783754357,15.999393834259156
2015-07-22,15.182447227316544,15.920358041548406
2015-07-23,15.294964970798922,15.883961897567975
2015-07-24,15.34997665991494,15.845419910347882
2015-07-27,15.68998471968776,15.893109085701111
2015-07-28,15.766656505223155,15.89555372120955
2015-07-29,15.804437708295744,15.894139756957857
2015-07-30,15.646291780099183,15.84285431757133
2015-07-31,15.287527751674196,15.727140260957956
2015-08-03,15.321685282223717,15.696491177536574
2015-08-04,15.15779016271783,15.617719245370163
2015-08-05,14.995193467243203,15.531562957272325
2015-08-06,14.906795492240912,15.458693555905414
2015-08-07,14.907863610631312,15.408812309678751
2015-08-10,15.095242496097145,15.414374851256028
2015-08-11,15.360161778505681,15.457613532353001
2015-08-12,16.05677477331694,15.638739644224497
2015-08-13,16.377850001465852,15.764308809091695
2015-08-14,16.258566820231792,15.78755350442551
2015-08-17,16.325710908312082,15.848684920793431
2015-08-18,16.33714080899191,15.895168165298715
2015-08-19,16.451427307719868,15.966516541651174
2015-08-20,16.627618052558688,16.058651359886188
2015-08-21,16.78841223848965,16.15422856447395
2015-08-24,20.56894121258197,17.242934982318737
2015-08-25,22.662627602211224,18.116304564059735
2015-08-26,23.61508522072871,18.78936782712373
2015-08-27,23.09005711899492,19.08487992606951
2015-08-28,23.17003805389863,19.47079992585465
2015-08-31,23.646692163088996,19.93709087636511
2015-09-01,25.33779454651083,20.735537097909603
2015-09-02,25.775196237183984,21.27321550887512
2015-09-03,25.223464437867122,21.532014175271325
2015-09-04,25.622309650676065,21.976376529909746
2015-09-07,25.86487322760729,22.373978698233383
2015-09-08,25.4332487166796,22.57361697065073
2015-09-09,25.055498890139916,22.73056081305162
2015-09-10,24.953665926759946,22.91414619368329
2015-09-11,24.96244379858541,23.101951043551747
2015-09-14,24.74829576399835,23.212682739121973
2015-09-15,24.412197099704954,23.260620651121627
2015-09-16,23.608131399803305,23.146018773746935
2015-09-18,21.835421238377986,22.70456260481788
2015-09-21,20.61694759397725,22.293238759395873
2015-09-22,20.52796518980808,22.11658072503895
2015-09-23,20.58197697122459,21.98689161676792
2015-09-24,20.68131770107193,21.886265029858706
2015-09-28,21.0108784928126,21.866604579534634
2015-09-29,21.197252226816474,21.839640499106416
2015-09-30,20.674834538133183,21.638764013802795
2015-10-01,20.19655628246151,21.4206945371951
2015-10-05,19.841037241896544,21.212449502974327
2015-10-06,19.664024649911823,21.039499499607786
2015-10-07,19.55601648413718,20.884999558969614
2015-10-08,19.557344144738916,20.764545005058046
2015-10-09,19.348229531551205,20.597768214159657
2015-10-12,19.272153300778605,20.463425725529994
2015-10-13,18.854769019773627,20.241296155733057
2015-10-14,18.47651245096725,20.01208735188046
2015-10-15,18.04100832607615,19.75371578137259
2015-10-16,17.45067236997199,19.437014388317234
2015-10-19,17.260447966903527,19.204558458539903
2015-10-20,17.173631977935685,19.004144053218095
2015-10-21,16.989088265034923,18.787403761037666
2015-10-23,16.722725688042487,18.55127619494857
2015-10-26,16.891816972773768,18.431160135611094
2015-10-27,16.774544953691628,18.259236570148932
2015-10-28,16.863030274303533,18.148396965183334
2015-10-29,17.102020157437707,18.096724506867215
2015-10-30,17.361346491880674,18.07702220267625
2015-11-02,18.06756417533256,18.20456559718171
2015-11-03,18.565042605535837,18.327786857978133
2015-11-04,18.830028607141077,18.42162447183026
2015-11-05,18.9833527099365,18.50056778489363
2015-11-06,19.145568244409162,18.588697923844617
2015-11-09,18.443712468115223,18.447907286724863
2015-11-10,17.905808286645502,18.3008247991777
2015-11-13,17.820538730607094,18.241658873664296
2015-11-16,17.840358873993598,18.208780717946325
2015-11-17,17.55023902044723,18.096164226619795
2015-11-18,17.5068260390628,18.034694758408353
2015-11-19,16.95121741023783,17.83517706697013
2015-11-20,16.600811479668646,17.659251844384688
2015-11-23,16.76054096101445,17.606592578868447
2015-11-24,16.590360640676302,17.483265980789497
2015-11-26,16.623573938470074,17.411150940177507
2015-11-27,16.659049139725493,17.349228085819217
2015-11-30,16.582699528208924,17.26566192394254
2015-12-01,16.2684664665802,17.11787450752256
2015-12-02,16.008977568092856,16.96988589512216
2015-12-03,16.02598486737603,16.887168947014906
2015-12-04,16.047323295779986,16.81469905661245
2015-12-07,15.988215492373019,16.728817313789417
2015-12-08,15.982143750591616,16.65983394590209
2015-12-09,16.231429014473186,16.66621263647793
2015-12-10,16.25095298149124,16.632011570936967
2015-12-11,16.56063542271942,16.68182872859504
2015-12-14,16.973756694166465,16.783480593000995
2015-12-15,17.09583784697361,16.834073280236165
2015-12-16,16.973891745394518,16.82461203132709
2015-12-17,16.055927919272616,16.58782914366361
2015-12-18,15.5339518698878,16.397117382523113
2015-12-21,15.099301094003977,16.200106669769767
2015-12-22,14.892867243414761,16.043733294539454
2015-12-23,14.478578035119932,15.826121142174983
2015-12-24,14.235718690079956,15.637382856522711
2015-12-28,14.290478999563396,15.524893471250671
2015-12-29,14.273652590081653,15.408084953056807
2015-12-30,14.29910185387768,15.311895446548892
2015-12-31,14.15606786443815,15.180814031913455
2016-01-01,14.190711985919378,15.097103686183308
2016-01-04,15.07380804147555,15.255548819492814
2016-01-05,15.615872281963519,15.386862632533418
2016-01-06,15.92724793366253,15.492602323854065
2016-01-07,16.938164983932573,15.807820211183028
2016-01-08,17.225443068308564,15.988927395353711
2016-01-11,17.713628890224918,16.234479498872247
2016-01-12,18.045752288307497,16.45952673392683
2016-01-13,18.147168319361576,16.631387974612547
2016-01-14,18.30144574969157,16.81126185058882
2016-01-15,18.674297191892364,17.048419871107466
2016-01-18,19.19286464200702,17.337654386664635
2016-01-19,18.938576529729943,17.43695856107474
2016-01-20,19.61571745760479,17.758144084009263
2016-01-21,20.01381146038399,18.03558548236682
2016-01-22,19.6158742051974,18.106895865317494
2016-01-25,19.167249622719492,18.121723555539873
2016-01-27,19.131499570460456,18.207021365576466
2016-01-28,18.720999586483728,18.179110297663176
2016-01-29,18.227332981361876,18.093736613431812
2016-02-01,18.11488845079073,18.07521504763332
2016-02-02,18.08992593903627,18.072013762896415
2016-02-03,18.25661734355348,18.119103434686547
2016-02-04,18.241077923859873,18.12736667557619
2016-02-05,18.19738548602377,18.12578794237395
2016-02-08,18.884923733643127,18.319807241147394
2016-02-09,19.83328233650753,18.629824723064573
2016-02-10,20.712187995456517,18.97893150400002
2016-02-11,22.464791768089174,19.614483123032244
2016-02-12,23.199861204157433,20.074075573328763
2016-02-15,22.92657385636049,20.283704990368566
2016-02-16,22.964382876082777,20.534277347201183
2016-02-17,22.586255225290536,20.652070308701624
2016-02-18,22.220836740566412,20.728245714375856
2016-02-19,21.787224519142256,20.74567792909568
2016-02-22,21.531483165349396,20.77061634079277
2016-02-23,22.30098882776223,21.049651232774146
2016-02-24,22.520658913332372,21.22331921929219
2016-02-25,22.59710594222158,21.362108381174714
2016-02-26,22.354737574558854,21.40828042281641
2016-02-29,21.623158332176608,21.294800370506927
2016-03-01,20.63877224688239,21.056182161942107
2016-03-02,20.08918142162765,20.868347399139928
2016-03-03,19.406121252927548,20.611224991538784
2016-03-04,18.8974138888739,20.362931734195858
2016-03-08,18.754942363700764,20.19084696866482
2016-03-09,18.339961652094456,19.94713362868455
2016-03-10,18.193307640906397,19.761030536852342
2016-03-11,17.82887188776084,19.51911870454483
2016-03-14,17.585914718997138,19.299198856992547
2016-03-15,17.590609939821334,19.144726268308652
2016-03-16,17.430406829998077,18.95975120849437
2016-03-17,17.23360460419468,18.76704656704833
2016-03-18,16.949069456385324,18.550042257386355
2016-03-21,16.742712945492237,18.34822022705178
2016-03-22,16.638475398720086,18.173836597790324
2016-03-23,16.542317059636634,18.008033305397543
2016-03-28,16.858211296797144,17.960939347735778
2016-03-29,17.118807327747575,17.931762987909657
2016-03-30,17.015871373812512,17.82978448591263
2016-03-31,16.870580890443694,17.716167707530214
2016-04-01,17.0070541558443,17.67651616017706
2016-04-04,17.15470302487602,17.655923851337278
2016-04-05,17.3798019911527,17.671748948825346
2016-04-06,17.369868121258378,17.642499079065743
2016-04-07,17.223245515897514,17.577726463257562
2016-04-08,16.958830445656936,17.473387721613765
2016-04-11,16.642553706731903,17.34035249500177
2016-04-12,16.435035957075826,17.22032049161649
2016-04-13,16.303357609893,17.11301871197202
2016-04-18,16.51890532757515,17.098198898423608
2016-04-20,16.705936859618788,17.09654444617656
2016-04-21,16.640624649373137,17.043222244604312
2016-04-22,16.553749486504294,16.982929236982702
2016-04-25,16.559166222610937,16.945390187695565
2016-04-26,16.566110789642643,16.912172890969245
2016-04-27,16.494073986918337,16.861066299196562
2016-04-28,16.529382785102136,16.837333033948667
2016-04-29,16.53292216191054,16.81030284136491
2016-05-02,16.718614825469658,16.835729869657907
2016-05-03,16.965742911803993,16.89248161645925
2016-05-04,17.127162195515815,16.943165175230178
2016-05-05,17.141441489108526,16.963786529872337
2016-05-06,17.077627913718835,16.962533278332984
2016-05-09,16.921752145929744,16.930484853971034
2016-05-10,16.754501456051145,16.88407714690948
2016-05-11,16.823000665524983,16.890979141233405
2016-05-12,16.658667084918676,16.8399810305491
2016-05-13,16.77244472327912,16.854528209590093
2016-05-16,16.858296711067915,16.870480252958767
2016-05-17,16.695531420456412,16.82498212443828
2016-05-18,16.61368786795076,16.790892909756565
2016-05-19,16.762458400614634,16.815357142137096
2016-05-20,16.65163903546835,16.78032470241334
2016-05-23,16.48775930611627,16.723931533776863
2016-05-24,16.39850597519568,16.678119513738466
2016-05-25,16.105670802718343,16.572835963195303
2016-05-26,15.847113843047582,16.45985086869628
2016-05-27,15.651409304992335,16.350773537804056
2016-05-30,15.760939384073666,16.31706681093426
2016-05-31,15.857292668402629,16.292787940582105
2016-06-01,15.851528496464383,16.251625414400813
2016-06-02,15.597685715172219,16.146023117872364
2016-06-03,15.398457143448146,16.041839198065784
2016-06-06,15.38563798119118,15.97985378521228
2016-06-07,15.213758615980481,15.878957976152899
2016-06-08,15.189172525094573,15.811780009531976
2016-06-09,15.349448375494365,15.798890924692154
2016-06-10,15.556299006005847,15.814446319450031
2016-06-13,15.89753264523925,15.884042101655124
2016-06-14,16.32835527484537,16.002765595509896
2016-06-15,16.57223667187771,16.09887776554921
2016-06-16,16.94815803556496,16.244434401675598
2016-06-17,17.082105484199882,16.344940399838702
2016-06-20,17.228070475387813,16.451764041468245
2016-06-21,17.23871372655249,16.525240058505844
2016-06-22,17.55247591942692,16.67567280820311
2016-06-23,17.70831743220584,16.797884412708616
2016-06-24,18.015544675059427,16.964440298895706
2016-06-27,18.187030012254787,17.106763970509324
2016-06-28,18.034686522248634,17.16342174975723
2016-06-29,17.409790963969794,17.072201576816763
2016-06-30,17.03652761448898,17.00109242579045
2016-07-01,16.604351666698708,16.88644763900206
2016-07-04,16.26290108570116,16.76767966488424
2016-07-05,15.96193394269319,16.63970875504724
2016-07-07,15.744622768334361,16.518826179099012
2016-07-08,15.523081820124927,16.388023792245107
2016-07-11,15.298721340573195,16.248203482174617
2016-07-12,15.125814138039196,16.114730414065214
2016-07-13,15.193876066594818,16.043391278578017
2016-07-14,15.332583929955629,16.0039920402234
2016-07-15,15.435056067744672,15.970901885959707
2016-07-18,15.620037302202503,15.972638057337749
2016-07-19,15.680024931713291,15.956943705828396
2016-07-20,15.783349878181584,15.959948802672919
2016-07-21,15.75889993150338,15.937226187716014
2016-07-22,15.672599954335588,15.897478352469104
2016-07-25,15.688400058566664,15.881343981065442
2016-07-26,15.66560000089747,15.857585426928498
2016-07-27,15.58706676899024,15.818714052223704
2016-07-28,15.441377718836918,15.757921830978848
2016-07-29,15.267585171322594,15.681747126007492
2016-08-01,15.238390215940324,15.636133778659154
2016-08-02,15.38892667075465,15.641030669724985
2016-08-03,15.672617704209156,15.695482406215275
2016-08-04,15.495078583913688,15.644984036861409
2016-08-05,15.113385849765702,15.52725825000762
2016-08-08,14.938923950706432,15.442052968424008
2016-08-09,14.805949287755297,15.360048149644827
2016-08-10,14.843966217268179,15.320043779340201
2016-08-11,14.632644157561112,15.219130711958998
2016-08-12,14.345096257628633,15.08739159794124
2016-08-16,14.290064273477682,15.004901480417107
2016-08-17,14.453376093308854,14.984455867012933
2016-08-18,14.485584125784191,14.9449598964422
2016-08-19,14.503722737807138,14.908145356934092
2016-08-22,14.415815082244148,14.847404849132644
2016-08-23,14.243876594339522,14.761277100896065
2016-08-24,13.992584319932403,14.645706434552618
2016-08-25,13.758389533905945,14.522460391579928
2016-08-26,13.695592920878703,14.435873055511227
2016-08-29,13.520395306017118,14.320793693764202
2016-08-30,13.353597023265971,14.202539763218699
2016-08-31,13.315731272550035,14.115036127573195
2016-09-01,13.323820899229322,14.044578311665438
2016-09-02,13.195880459613981,13.944162063367061
2016-09-06,13.047253639742655,13.835601875788239
2016-09-07,13.081502299338528,13.773274397855696
2016-09-08,13.094334828078715,13.71388580582873
2016-09-09,13.139556399464587,13.669896145502147
2016-09-12,13.83970419001578,13.812632838739965
2016-09-14,14.146469536304467,13.89875714693468
2016-09-15,14.324313125928239,13.969779252229324
2016-09-16,14.409542058520845,14.02525385872721
2016-09-19,14.586361232475,14.108412560695944
2016-09-20,14.650907399307066,14.169465939993694
2016-09-21,14.703938406076944,14.227696347232149
2016-09-22,14.249292321580594,14.146996693173579
2016-09-23,13.91619488105373,14.065451539248707
2016-09-26,14.134129818977227,14.111319553391935
2016-09-27,14.172753212651486,14.12392686671994
2016-09-28,14.0651689355909,14.09902445896992
2016-09-29,15.526779544707086,14.494567759330787
2016-09-30,16.077853131529984,14.738697990771241
2016-10-03,15.925235382873018,14.818816344842862
2016-10-04,15.613490178954734,14.834378474504254
2016-10-05,15.385660221028417,14.843071368201665
2016-10-06,15.203773531548242,14.84279216678223
2016-10-07,14.965848944738218,14.810720130812769
2016-10-10,14.740565950443155,14.763381933634609
2016-10-13,14.970377402020699,14.823983603774714
2016-10-14,14.943585049121385,14.829985125551808
2016-10-17,15.18238998188496,14.90544100935729
2016-10-18,14.968259975207651,14.87221909594781
2016-10-19,14.84883986903085,14.848380965105031
2016-10-20,14.622559938118549,14.786709975213114
2016-10-21,14.35837326664772,14.699736334167017
2016-10-24,14.348915485667165,14.666123933216019
2016-10-25,14.39261017119022,14.649203534036047
2016-10-26,14.411740050548527,14.631094104511417
2016-10-27,14.304493417894983,14.581903745245642
2016-10-28,14.419662151440079,14.588094279180607
2016-11-01,14.859774691332774,14.69281296026584
2016-11-02,15.506516206575366,14.884375349065358
2016-11-03,15.82767724216841,15.028522982182551
2016-11-04,16.168451621935517,15.194111836663202
2016-11-07,16.282301157584293,15.313738054137623
2016-11-08,16.44486759097742,15.446125545376354
2016-11-09,16.50324534039608,15.55284148118154
2016-11-10,16.155496906313047,15.54440134999658
2016-11-11,16.556998140992555,15.709455828210668
2016-11-15,17.754665300171798,16.11314162733063
2016-11-16,18.336443533447866,16.421037843027847
2016-11-17,18.460962050456132,16.629125228613738
2016-11-18,18.243974522284883,16.73647743200725
2016-11-21,18.529316475346498,16.951343154685656
2016-11-22,18.50954408801583,17.089402805473732
2016-11-23,18.353029697186336,17.175820815478605
2016-11-24,17.95535308059493,17.174382545654378
2016-11-25,17.840235590513807,17.213984187899577
2016-11-28,17.913490215656665,17.29089466772165
2016-11-29,17.84565983859533,17.328995069244467
2016-11-30,17.513773352886798,17.28545009762858
2016-12-01,17.23918241327707,17.231318319122128
2016-12-02,17.469455043909974,17.29483486330882
2016-12-05,17.409637001115765,17.294395413510504
2016-12-06,17.309758204194367,17.277632249586965
2016-12-07,17.15650559661949,17.23875662521267
2016-12-08,16.61433697540339,17.083415089554354
2016-12-09,16.099557881877,16.900377326397066
2016-12-12,16.129705432603874,16.83579761800257
2016-12-13,16.05980364716723,16.752543296029057
2016-12-14,16.236535815640785,16.737766646625314
2016-12-15,16.044357159564562,16.63978784669684
2016-12-16,15.77957143970971,16.513443496997127
2016-12-19,15.466381010669105,16.361312283869015
2016-12-20,15.157587327730415,16.195738436413016
2016-12-21,15.008391564535934,16.06067130929792
2016-12-22,15.188927773268912,16.014246662155823
2016-12-23,15.169285220326248,15.93386061236356
2016-12-26,15.646190274040741,15.994418773191393
2016-12-27,15.457460157262513,15.911289786874544
2016-12-28,15.484973425459351,15.877536166418043
2016-12-29,15.416648861296633,15.823214672468328
2016-12-30,15.434432663207359,15.791104271973825
2017-01-02,15.566288416706925,15.794640240313118
2017-01-03,15.697525623853608,15.809672949207105
2017-01-04,15.761683863676657,15.816975439581254
2017-01-05,15.52445597269606,15.747250416958854
2017-01-06,15.319637264268078,15.671136728818242
2017-01-09,15.373091356924162,15.653760620947159
2017-01-10,15.315394174371155,15.612509638066975
2017-01-11,15.146929589453006,15.539554254571495
2017-01-12,14.96795294519442,15.455049291126562
2017-01-13,14.771968668276589,15.357317547791503
2017-01-16,14.871312343792468,15.331197742976295
2017-01-17,15.044208343635898,15.336543433916882
2017-01-18,15.089472330815859,15.322312240394963
2017-01-19,15.066315039798464,15.294829351064845
2017-01-20,15.307543347149986,15.339844861136497
2017-01-23,15.508362180570694,15.391677132616097
2017-01-24,15.435574774331474,15.382433753455818
2017-01-25,15.34704987498563,15.363121600986556
2017-01-27,15.568033326284366,15.421928748977034
2017-01-30,15.93535557628756,15.535389778733117
2017-01-31,16.233570358760392,15.653081610094294
2017-02-01,15.479046994849865,15.500074215270157
2017-02-02,14.826031482487801,15.320067510042295
2017-02-03,14.260687693138841,15.120970474078533
2017-02-06,13.97379166826932,14.9645185781196
2017-02-07,13.819194521806825,14.832289637279803
2017-02-08,13.662796475027793,14.697536068569796
2017-02-09,13.521864240391253,14.565032768801466
2017-02-10,13.407909595319428,14.439120726653675
2017-02-13,13.501939590340719,14.371018804265459
2017-02-14,13.601293123805434,14.319108021217223
2017-02-15,13.804195428585947,14.309189113665381
2017-02-16,13.779463466469409,14.25653551626274
2017-02-17,13.6629757460382,14.181395951618471
2017-02-20,13.645317049584548,14.129450833896541
2017-02-21,13.606877944046763,14.074955279266964
2017-02-22,13.637918565786222,14.040868418357705
2017-02-23,13.558612250034239,13.982607618373393
2017-02-27,13.59907493508142,13.955097862628156
2017-02-28,13.662716610671957,13.94008896255769
2017-03-01,13.635144381683324,13.90735359538936
2017-03-02,13.543429473347967,13.857594146415531
2017-03-03,13.478953109388556,13.811449258693184
2017-03-06,13.532635520699955,13.795862993659508
2017-03-07,13.64842371861361,13.803511822821454
2017-03-08,13.792282453644425,13.828647104720055
2017-03-09,13.99152175020387,13.8796792173203
2017-03-10,13.981014512851571,13.886981110122726
2017-03-14,13.454009548077806,13.751800974523412
2017-03-15,13.109339724149853,13.63072816559346
2017-03-16,12.709559765237273,13.474298318486065
2017-03-17,12.423039970648093,13.326634869666398
2017-03-20,12.288693466353287,13.207849923129787
2017-03-21,12.17246217102996,13.092590801061924
2017-03-22,12.204974933274531,13.017809860762082
2017-03-23,12.083316673045653,12.910736250928064
2017-03-24,12.048877629442547,12.826123822865178
2017-03-27,12.179251613089466,12.791021619003189
2017-03-28,12.159501037246006,12.730019643235543
2017-03-29,12.136334075693302,12.671836053176666
2017-03-30,12.14088925663896,12.624396377299721
2017-03-31,12.233926196523957,12.605814895390106
2017-04-03,11.985950721388694,12.50437715681993
2017-04-05,11.840633877837417,12.41761561444856
2017-04-06,11.657089239175955,12.315105100576238
2017-04-07,11.668059352911737,12.258277326013244
2017-04-10,11.652039530460852,12.200252104153774
2017-04-11,11.568026226483994,12.127501878188001
2017-04-12,11.588684189136302,12.082274445120085
2017-04-13,11.585789433992888,12.036613124991536
2017-04-17,11.687193070436177,12.023284690294373
2017-04-18,11.918128751771091,12.055713365216786
2017-04-19,12.018752590190331,12.070648538108788
2017-04-20,11.865835199999122,12.024225981882235
2017-04-21,11.717223492097396,11.96929635410148
2017-04-24,11.68814903287857,11.938451241405065
2017-04-25,11.51209930438975,11.867682932860252
2017-04-26,11.588066126632555,11.856075372701879
2017-04-27,11.415377316029778,11.784613947440274
2017-04-28,11.230251429578935,11.700558102825454
2017-05-02,11.303500889474336,11.677780076138152
2017-05-03,11.379000503973288,11.664345499486611
2017-05-04,11.362666977217545,11.633950447142924
2017-05-05,11.571777908517753,11.666318567504309
2017-05-08,11.604518631109817,11.666653250121549
2017-05-09,11.439678972965627,11.616048377990248
2017-05-10,11.276452585065464,11.555498508106146
2017-05-11,11.130968440906273,11.490453203059031
2017-05-12,10.963978998751156,11.412230195002838
2017-05-15,10.869319434226032,11.345663841382196
2017-05-16,10.766213096022922,11.274239893948968
2017-05-17,10.7241421784562,11.216581752982949
2017-05-18,11.079428106255143,11.268710681062046
2017-05-19,11.15295213441505,11.271555181941393
2017-05-22,11.168634692698413,11.265050148061732
2017-05-23,11.512423064887322,11.350045571807497
2017-05-24,11.6182820178269,11.393677785616457
2017-05-25,11.22885461497298,11.307888878675428
2017-05-26,11.105902962207736,11.267171676675593
2017-05-29,11.333935295422833,11.314701520782632
2017-05-30,11.479290349536447,11.356092333235454
2017-05-31,11.572860309318244,11.39281123283967
2017-06-01,11.485240346084396,11.385282977092126
2017-06-02,11.260160370595164,11.33298456277618
2017-06-05,11.180107066318001,11.304531462320496
2017-06-06,11.163404749025641,11.288664976149626
2017-06-07,11.07226994712468,11.252422736801728
2017-06-08,11.071513196357861,11.235838823894682
2017-06-09,11.00100868313099,11.201671626874916
2017-06-12,11.140672480851975,11.22151966773119
2017-06-13,11.207115038097282,11.232290620899981
2017-06-14,11.198076793790115,11.227536955834143
2017-06-15,11.242051170428763,11.236851771095226
2017-06-16,11.134700805717157,11.208047071567837
2017-06-19,10.966467241958412,11.155497348192661
