feature,importance
sp_ret,0.012416065
consec_up,0.011963442
inda_adx,0.011416139
infra_macd,0.0113915345
bb_width,0.010296332
kc_width,0.010037398
energy_wr,0.00952734
vix_ma_ratio,0.009312794
it_adx,0.009120508
fmcg_wr,0.009087777
hdfc_rsi,0.008962874
itc_macd,0.008801543
crude_adx,0.008705591
month_cos,0.008625863
dxy_macd,0.008617157
nikkei_macd,0.008608959
it_macd,0.008543515
auto_macd,0.008543165
pharma_wr,0.008400004
icici_macd,0.008373493
vix_lag2,0.008294438
us10y_macd,0.008244417
metal_adx,0.008173063
fmcg_adx,0.008142751
gold_crude_ratio,0.008131225
hdfc_adx,0.008092884
energy_rsi,0.007934879
shanghai_macd,0.007899405
gold_macd,0.007834025
macd_hist_lag2,0.007812299
hsi_macd,0.007470808
auto_adx,0.0072889356
crude_rsi,0.0072786254
vix_usvix_ratio,0.0072736377
eem_adx,0.0071907523
ha_trend,0.007176086
us_vix_wr,0.0071706395
hdfc_macd,0.007149646
atr_ratio,0.0071361186
bn_nifty_ratio,0.007106989
fmcg_macd,0.0071000634
tcs_adx,0.007047999
icici_adx,0.0069743725
dist_from_low_20,0.0069722976
itc_rsi,0.0069390903
gold_adx,0.006925167
z20,0.0068901987
adx,0.0068724877
energy_adx,0.0068673417
macd_hist,0.006846012
ret_3d,0.006745937
us_vix_adx,0.0067261625
infra_ret,0.006698557
eem_macd,0.006680502
rsi_lag5,0.0066644773
infra_rsi,0.006628829
energy_macd,0.006616116
fmcg_rsi,0.0065825675
month_sin,0.0065797633
pharma_adx,0.0065597864
pe_ratio,0.0064476607
ndx_macd,0.006435717
inda_rsi,0.006404847
us_vix_rsi,0.0063783056
infra_wr,0.0063737496
macd_hist_lag1,0.006371799
pharma_macd,0.0063435836
hdfc_wr,0.0063274633
crude_macd,0.0062998086
vix_pct,0.0062922053
roc_5,0.00625896
auto_rsi,0.006206151
rsi_lag2,0.006081922
shanghai_ret,0.006073662
natgas_macd,0.0060720807
infra_adx,0.006070776
silver_rsi,0.0060616233
rel_macd,0.006055017
us_vix_macd,0.0060209385
us10y_rsi,0.006018012
dxy_rsi,0.006014162
gold_rsi,0.0059951334
vix_lag1,0.0059576915
usdinr_z,0.005834706
spread,0.005817649
copper_macd,0.0058100517
gap_pct,0.005801728
cmf_proxy,0.005754873
it_rsi,0.0057455157
shanghai_rsi,0.0057284515
tcs_wr,0.005712455
eem_wr,0.0056951605
tcs_rsi,0.005652128
copper_rsi,0.0056358036
tcs_macd,0.005606462
rel_rsi,0.0055515515
sell_pct,0.005548778
macd_hist_lag3,0.0055310107
bb_squeeze,0.005436897
roc_10,0.0054350044
it_wr,0.0053975526
icici_rsi,0.005349584
bn_macd,0.005284814
bn_rsi,0.0052444804
metal_rsi,0.0051765935
rel_ret,0.005134803
rel_wr,0.00505805
silver_macd,0.005007038
nikkei_rsi,0.0049384395
atr_expansion,0.004908868
roc_20,0.004890066
hsi_ret,0.004881059
pharma_ret,0.0048611634
dist_from_high_20,0.004848923
copper_ret,0.0048184586
intraday_trend,0.0047766725
metal_ret,0.0047524474
itc_adx,0.004693382
rsi_lag1,0.0046405015
inda_ret,0.0045911325
crude_wr,0.0045827087
fmcg_ret,0.0045743105
rsi,0.004549542
energy_ret,0.0045033456
metal_macd,0.0044810744
gold_wr,0.004424505
auto_ret,0.004344935
rel_adx,0.004331169
ema_dist_50,0.004313053
natgas_rsi,0.0042866967
inda_macd,0.0042729643
icici_wr,0.0042658574
hsi_rsi,0.004244783
body_pct,0.004184022
natgas_ret,0.0041073263
inda_wr,0.004027958
silver_ret,0.0040148534
pharma_rsi,0.004010848
rsi_lag3,0.0039660707
it_ret,0.00396368
metal_wr,0.0039507346
eem_rsi,0.0039275903
vix_lag3,0.003923937
momentum_div,0.003914499
ndx_rsi,0.0037810453
us10y_ret,0.0037169424
buy_pct,0.003589004
vix_accel,0.0035505956
or_range,0.0034012485
close_position,0.0033115528
icici_ret,0.0032654782
itc_ret,0.0032061168
vix_change,0.0032058472
vwap_dev,0.0031359117
ema_dist_10,0.0030727377
auto_wr,0.003070117
rsi_slope,0.0030281635
ndx_ret,0.0030279295
williams_r,0.002976449
range_pctile,0.0028264404
upper_wick,0.0027924094
vix_lag5,0.0025309683
us_vix_ret,0.0024934774
lower_wick,0.0024413888
itc_wr,0.0023484793
gold_ret,0.002213627
dxy_ret,0.0021062891
bn_vs_nifty,0.0020235768
vix_spike,0.0019116597
nikkei_ret,0.0019108168
dow_sin,0.0018762368
hdfc_ret,0.0018706089
eem_ret,0.0013694647
tcs_ret,0.0011946537
trend,0.0
ret_20d,0.0
obv_slope,0.0
gap_filled,0.0
engulfing,0.0
dow_cos,0.0
crude_ret,0.0
ret_10d,0.0
ret_5d,0.0
