feature,importance
pcr_z,0.1089915
vix_ma_ratio,0.019588728
ret_10d,0.013003524
ndx_macd,0.012681503
bn_vs_nifty,0.011782254
metal_rsi,0.011336574
energy_macd,0.011293198
us_vix_adx,0.011013855
shanghai_rsi,0.010428172
icici_macd,0.009615702
kc_width,0.009205222
infra_rsi,0.009076725
inda_rsi,0.008123323
vix_lag2,0.007895434
metal_macd,0.007879587
gold_rsi,0.007854475
us10y_rsi,0.0075993217
hdfc_ret,0.007478146
bn_macd,0.007370823
rsi_lag1,0.0072815516
natgas_macd,0.00726176
ndx_ret,0.0072484883
ha_trend,0.0070682946
roc_20,0.0070523103
vix_usvix_ratio,0.0070337607
metal_ret,0.0068201167
copper_rsi,0.0067942296
gold_macd,0.006604578
ret_20d,0.00659655
gold_crude_ratio,0.00658575
tcs_wr,0.0065840543
rsi,0.0065478315
macd_hist_lag1,0.006529224
rel_rsi,0.006466845
crude_adx,0.006432642
vix_lag3,0.0063978895
rel_ret,0.0063853986
it_macd,0.0063851182
itc_macd,0.0063619837
fmcg_wr,0.006323639
consec_up,0.00631416
metal_adx,0.0063010063
gold_adx,0.0062849587
it_rsi,0.006257009
metal_wr,0.006207882
pharma_ret,0.0061987946
us10y_macd,0.006080549
hdfc_adx,0.006051815
itc_rsi,0.0059824167
trend,0.005938648
icici_adx,0.005903647
williams_r,0.0058708936
dxy_rsi,0.005837748
pharma_macd,0.005837062
auto_adx,0.005828581
vix_lag1,0.005803439
pharma_wr,0.005748455
adx,0.005700541
rsi_lag3,0.0056660855
infra_macd,0.005651419
bn_nifty_ratio,0.005639303
dist_from_high_20,0.005615637
itc_wr,0.0055844616
auto_macd,0.005572847
vix_pct,0.0055410997
icici_rsi,0.005476748
us_vix_rsi,0.005473655
inda_adx,0.005436018
us_vix_ret,0.005378817
us_vix_wr,0.0053058174
eem_wr,0.0052901846
crude_macd,0.005241757
shanghai_ret,0.005194889
usdinr_z,0.005065642
vix_lag5,0.00502721
bb_width,0.0050173607
fmcg_rsi,0.0049672564
rsi_lag5,0.0048418306
auto_wr,0.004763174
fmcg_adx,0.0047362647
momentum_div,0.004713309
hsi_ret,0.004684044
energy_adx,0.0046226853
eem_ret,0.0046220087
it_wr,0.004587742
tcs_adx,0.0045852773
vix_accel,0.0045738425
roc_10,0.0045114122
month_cos,0.0044901287
tcs_macd,0.004477597
hdfc_wr,0.0044547864
rel_adx,0.0043740273
crude_rsi,0.004365525
spread,0.0043636994
dist_from_low_20,0.0043567196
eem_adx,0.0042864964
auto_ret,0.00427622
z20,0.004275702
it_ret,0.004222796
ret_3d,0.004213714
itc_adx,0.0041815443
range_pctile,0.004147973
it_adx,0.004143544
hsi_macd,0.00406169
fmcg_macd,0.0040302533
macd_hist_lag2,0.0040136357
macd_hist_lag3,0.003982868
atr_ratio,0.0039586155
energy_ret,0.0039218073
pharma_rsi,0.003906387
ndx_rsi,0.0038929107
inda_wr,0.0038679277
silver_macd,0.0037354562
rsi_lag2,0.0037197361
month_sin,0.0037013865
nikkei_macd,0.0036806131
macd_hist,0.003668652
sell_pct,0.0036556325
infra_adx,0.003648482
gold_wr,0.0036482
eem_macd,0.0036383092
fmcg_ret,0.0035965943
pe_ratio,0.0035506652
natgas_rsi,0.0035460363
intraday_trend,0.003537214
copper_ret,0.00352759
vix_change,0.0034840468
rsi_slope,0.0034508852
infra_ret,0.0034327132
rel_wr,0.003431238
atr_expansion,0.0033950335
eem_rsi,0.0033767545
cmf_proxy,0.003348952
tcs_rsi,0.003305763
crude_ret,0.0032826783
ema_dist_10,0.003278052
upper_wick,0.0032700896
or_range,0.003251681
pharma_adx,0.0032218124
nikkei_ret,0.003216541
tcs_ret,0.0032060528
vwap_dev,0.0031739683
natgas_ret,0.0031702756
body_pct,0.0031024187
crude_wr,0.0030962268
bb_squeeze,0.0030926229
shanghai_macd,0.0030872817
roc_5,0.0030425282
lower_wick,0.0030130448
itc_ret,0.0030076161
hdfc_macd,0.0030042124
energy_rsi,0.0029916528
inda_ret,0.0029685523
gap_pct,0.0029652163
energy_wr,0.0029567801
ret_5d,0.0029560197
hdfc_rsi,0.0029396974
dxy_ret,0.0029369094
rel_macd,0.0028955264
auto_rsi,0.002807093
hsi_rsi,0.002800174
dxy_macd,0.0027852047
ema_dist_50,0.0027593698
silver_rsi,0.002698938
close_position,0.0026496518
buy_pct,0.0026378583
icici_ret,0.0025476322
nikkei_rsi,0.0024262224
dow_sin,0.0023571479
copper_macd,0.0023324813
inda_macd,0.002288908
infra_wr,0.0022844442
us_vix_macd,0.0022818355
dow_cos,0.0022481112
silver_ret,0.0022107987
sp_ret,0.0022067414
us10y_ret,0.002173487
bn_rsi,0.002001375
icici_wr,0.0018606936
gold_ret,0.0016523782
gap_filled,0.0
obv_slope,0.0
engulfing,0.0
vix_spike,0.0
