feature,importance
sp_ret,0.14184451
spread,0.12793279
copper_ret,0.10255523
crude_ret,0.093889214
us_vix_ret,0.09241919
dxy_ret,0.09164462
us10y_ret,0.089660406
natgas_ret,0.089609995
gold_ret,0.08784604
silver_ret,0.08259798
